# CO2 4.3µm, p=1013hPa T=296K. nu  sigma_Voigt_noLM  sigma_lineMixing
2340.04  3.1401712429215776e-19  3.242307850566588e-19
2340.06  3.0651515945381844e-19  3.1668984721444817e-19
2340.08  3.0068796237230063e-19  3.108258245618232e-19
2340.1  2.9648462960846688e-19  3.065870947833077e-19
2340.12  2.9392375097136823e-19  3.039914892572361e-19
2340.14  2.930966023517741e-19  3.0312932723465877e-19
2340.16  2.9414804298498716e-19  3.041440454141354e-19
2340.18  2.9717416705086786e-19  3.0712950712580317e-19
2340.2  3.0193996372128025e-19  3.1184767140222773e-19
2340.22  3.0754142884432973e-19  3.173923826927971e-19
2340.24  3.1285744339164226e-19  3.2264453631998905e-19
2340.26  3.180646790507872e-19  3.2778653263427527e-19
2340.28  3.2481886271955974e-19  3.3447782025247275e-19
2340.3  3.3483320500807832e-19  3.444330811618421e-19
2340.32  3.4941472981017197e-19  3.589628849082912e-19
2340.34  3.6980712632246737e-19  3.793209051749527e-19
2340.36  3.9731390613541237e-19  4.0682842818656954e-19
2340.38  4.3292829750333787e-19  4.425166090144205e-19
2340.4  4.76071591298631e-19  4.858662020492757e-19
2340.42  5.22141485404311e-19  5.323423612711448e-19
2340.44  5.607355575559021e-19  5.715594865593637e-19
2340.46  5.797235613315389e-19  5.912804391406909e-19
2340.48  5.750501751640315e-19  5.8726066710156035e-19
2340.5  5.542465385755623e-19  5.669132526324441e-19
2340.52  5.294148091166452e-19  5.423463510521448e-19
2340.54  5.09635533176031e-19  5.22702841894991e-19
2340.56  4.988431111956792e-19  5.1197753792818e-19
2340.58  4.975276254854046e-19  5.1070157846518e-19
2340.6  5.04919165462355e-19  5.18128855016512e-19
2340.62  5.201932116125211e-19  5.334476323178519e-19
2340.64  5.42885234950161e-19  5.562001104939505e-19
2340.66  5.729710966748775e-19  5.863658505869583e-19
2340.68  6.108598457039176e-19  6.243562425583783e-19
2340.7  6.573901477955811e-19  6.710118983298495e-19
2340.72  7.138631414964116e-19  7.276359594218609e-19
2340.74  7.8213290659486e-19  7.960848576085857e-19
2340.76  8.647560719618562e-19  8.789177755494598e-19
2340.78  9.652030340323815e-19  9.796077451102444e-19
2340.8  1.088166271227177e-18  1.1028502233357073e-18
2340.82  1.240012598302604e-18  1.2550158438110348e-18
2340.84  1.4295171369400965e-18  1.4448848370421373e-18
2340.86  1.669053311538662e-18  1.6848364049573694e-18
2340.88  1.9762721268722076e-18  1.9925253951825e-18
2340.9  2.376384409038185e-18  2.3931608714288553e-18
2340.92  2.9053470502893523e-18  2.9226863577515422e-18
2340.94  3.613692446702513e-18  3.631595946772185e-18
2340.96  4.5684992555219416e-18  4.5868769886216724e-18
2340.98  5.844588941552673e-18  5.863154725908089e-18
2341.0  7.480251236237056e-18  7.498343216150373e-18
2341.02  9.353801864402892e-18  9.370177980617547e-18
2341.04  1.0996709738521219e-17  1.1009619287990607e-17
2341.06  1.1651111114380628e-17  1.1659132517592814e-17
2341.08  1.0928832518869337e-17  1.0932046826708907e-17
2341.1  9.288939818967984e-18  9.288862316178263e-18
2341.12  7.4802837227282e-18  7.478687238580603e-18
2341.14  5.929444390117059e-18  5.927640911068816e-18
2341.16  4.728921737260178e-18  4.7277471780286246e-18
2341.18  3.823474939414848e-18  3.8234288321933785e-18
2341.2  3.128672654779614e-18  3.129948563724922e-18
2341.22  2.581006897471659e-18  2.5835057662454995e-18
2341.24  2.1453796763840103e-18  2.1488415644248744e-18
2341.26  1.8006164940646097e-18  1.8047813605191267e-18
2341.28  1.5288500710062444e-18  1.5335280652863272e-18
2341.3  1.3140441814948131e-18  1.3191131155923e-18
2341.32  1.1429393682890293e-18  1.1483223507533258e-18
2341.34  1.0052655943564868e-18  1.0109123787440587e-18
2341.36  8.932910704168628e-19  8.991666953322617e-19
2341.38  8.012547579068079e-19  8.073338065132914e-19
2341.4  7.249443664445155e-19  7.312081342322404e-19
2341.42  6.613359893954682e-19  6.677701976355374e-19
2341.44  6.082192701871446e-19  6.148118869754297e-19
2341.46  5.639121281793664e-19  5.706518977359834e-19
2341.48  5.2704267599712e-19  5.339178231400695e-19
2341.5  4.96236173009107e-19  5.032328743731223e-19
2341.52  4.697042833194765e-19  4.76806519450951e-19
2341.54  4.454087576982029e-19  4.526028401570531e-19
2341.56  4.2245725260612655e-19  4.2973771115655174e-19
2341.58  4.016302405112584e-19  4.0899765453102894e-19
2341.6  3.839023760390374e-19  3.9135705885494643e-19
2341.62  3.6961589049691772e-19  3.7715561039169604e-19
2341.64  3.5878099707798756e-19  3.664012802940382e-19
2341.66  3.51405015788547e-19  3.5909926104093427e-19
2341.68  3.475898589498493e-19  3.553486425081802e-19
2341.7  3.474139131442136e-19  3.552234419394237e-19
2341.72  3.505227199543054e-19  3.5836389085645247e-19
2341.74  3.558107378268452e-19  3.636638052759616e-19
2341.76  3.624320933723087e-19  3.70288144995766e-19
2341.78  3.7111391090589644e-19  3.789787317918588e-19
2341.8  3.828429367348374e-19  3.9072861426718397e-19
2341.82  3.9808763498059643e-19  4.060086130504749e-19
2341.84  4.187652066515569e-19  4.267462350260367e-19
2341.86  4.482238081096431e-19  4.563186926318864e-19
2341.88  4.879073738557783e-19  4.962257017736006e-19
2341.9  5.332449319256409e-19  5.419736326713026e-19
2341.92  5.704119468409671e-19  5.797895687192887e-19
2341.94  5.808287688229109e-19  5.910234803544371e-19
2341.96  5.574719192689668e-19  5.684519100775351e-19
2341.98  5.127829197405645e-19  5.243464316321722e-19
2342.0  4.648358303920416e-19  4.767587901287134e-19
2342.02  4.2422888148869486e-19  4.363552028758327e-19
2342.04  3.9378627734333843e-19  4.060330206044493e-19
2342.06  3.726883982079795e-19  3.85021336551263e-19
2342.08  3.5920802738557767e-19  3.7161983079856154e-19
2342.1  3.5176166125776314e-19  3.6425852195211476e-19
2342.12  3.491387248196378e-19  3.6173323940584655e-19
2342.14  3.5048173122467253e-19  3.631896029221738e-19
2342.16  3.552532130865694e-19  3.680920843476755e-19
2342.18  3.6320031549339666e-19  3.761894255680951e-19
2342.2  3.7428223732592915e-19  3.8744223630041897e-19
2342.22  3.885877812948485e-19  4.019404450354636e-19
2342.24  4.0631203619252067e-19  4.1987976912966076e-19
2342.26  4.278141113421809e-19  4.416193992356073e-19
2342.28  4.536888827166238e-19  4.677535407390426e-19
2342.3  4.847701310978892e-19  4.991153091410358e-19
2342.32  5.220064038140647e-19  5.366520160791129e-19
2342.34  5.6613632410568765e-19  5.810999669118814e-19
2342.36  6.173425252162225e-19  6.326420231681348e-19
2342.38  6.760021707475782e-19  6.916653195359003e-19
2342.4  7.443296250120511e-19  7.60398955710641e-19
2342.42  8.253165596223589e-19  8.418397171149004e-19
2342.44  9.200133435680642e-19  9.370383446219623e-19
2342.46  1.0286793486110674e-18  1.0462658508633268e-18
2342.48  1.1561612514912556e-18  1.1743900405440957e-18
2342.5  1.3137468447775947e-18  1.3327136371115486e-18
2342.52  1.5158536848981641e-18  1.535660865730071e-18
2342.54  1.7790565007789332e-18  1.799812278875691e-18
2342.56  2.1246002456469497e-18  2.1464193572793314e-18
2342.58  2.581486065121e-18  2.6044850083682787e-18
2342.6  3.1883913032086457e-18  3.2126679896485758e-18
2342.62  3.992022456338105e-18  4.017591861115626e-18
2342.64  5.0369581509785594e-18  5.063573126723152e-18
2342.66  6.338977920488284e-18  6.365740166398564e-18
2342.68  7.821559815395017e-18  7.84640709890118e-18
2342.7  9.192250561770159e-18  9.211904319742454e-18
2342.72  9.903312539788792e-18  9.914566347822682e-18
2342.74  9.533846672115096e-18  9.535850640251743e-18
2342.76  8.28073271845755e-18  8.275634338946381e-18
2342.78  6.730662108231801e-18  6.721709415710791e-18
2342.8  5.31572735554897e-18  5.305468116076331e-18
2342.82  4.181977869575963e-18  4.1718756498583505e-18
2342.84  3.319452179894913e-18  3.3101994097640347e-18
2342.86  2.6733463602024367e-18  2.6652078217555625e-18
2342.88  2.188835107564428e-18  2.181861939466254e-18
2342.9  1.822365400400972e-18  1.8165104239665328e-18
2342.92  1.542026509287441e-18  1.5372023411905196e-18
2342.94  1.3250186766216733e-18  1.3211244325157491e-18
2342.96  1.1547328696358433e-18  1.1516655238336992e-18
2342.98  1.0184300993826814e-18  1.0160923053902327e-18
2343.0  9.066986004384912e-19  9.050097736046312e-19
2343.02  8.142115765994267e-19  8.131122981464811e-19
2343.04  7.384042730754239e-19  7.378464899912765e-19
2343.06  6.769335199786679e-19  6.768714508150602e-19
2343.08  6.265489396702618e-19  6.269376481695403e-19
2343.1  5.832101416044786e-19  5.840076462184291e-19
2343.12  5.439371074232592e-19  5.451069902706461e-19
2343.14  5.086692546851538e-19  5.101808195901962e-19
2343.16  4.788217940711399e-19  4.806476869382453e-19
2343.18  4.55209783190922e-19  4.573241785526742e-19
2343.2  4.379304330940666e-19  4.403087274930264e-19
2343.22  4.269757281892084e-19  4.2959495747170134e-19
2343.24  4.2264933419394194e-19  4.2548903866417757e-19
2343.26  4.2577839476296483e-19  4.288221150512201e-19
2343.28  4.378101381506865e-19  4.410485762492512e-19
2343.3  4.60784830791734e-19  4.64222753358674e-19
2343.32  4.96858069836528e-19  5.005278174973026e-19
2343.34  5.464459800696159e-19  5.504291767468053e-19
2343.36  6.036777644590235e-19  6.081265402135256e-19
2343.38  6.506900679717473e-19  6.55808681466514e-19
2343.4  6.619806965750193e-19  6.679183933346672e-19
2343.42  6.272175198429262e-19  6.339426514930576e-19
2343.44  5.636013547915686e-19  5.709272435377707e-19
2343.46  4.960251099785964e-19  5.037482076239538e-19
2343.48  4.384629873679345e-19  4.4644411177235725e-19
2343.5  3.9424200917733795e-19  4.024081369015472e-19
2343.52  3.6209997721533994e-19  3.7041976870645057e-19
2343.54  3.397774610416521e-19  3.4823978209481633e-19
2343.56  3.250940151256037e-19  3.3369412858702284e-19
2343.58  3.1579899229338935e-19  3.2453205876785354e-19
2343.6  3.0944685117856425e-19  3.1831140923012886e-19
2343.62  3.0467584384514946e-19  3.136834306422908e-19
2343.64  3.022474774594484e-19  3.114207113526004e-19
2343.66  3.0357226694883176e-19  3.129327049085153e-19
2343.68  3.0928820921508483e-19  3.1884925572052705e-19
2343.7  3.1880296626033966e-19  3.285674418213277e-19
2343.72  3.29499194993803e-19  3.394595352133742e-19
2343.74  3.3682173142870093e-19  3.469701900733035e-19
2343.76  3.382572083080253e-19  3.4860404265669803e-19
2343.78  3.366874771125265e-19  3.4726217105230843e-19
2343.8  3.3665734949671157e-19  3.474924360005541e-19
2343.82  3.4056656063391697e-19  3.5168857890671613e-19
2343.84  3.4898931169366316e-19  3.604196845687595e-19
2343.86  3.6193496995252037e-19  3.7369308193521177e-19
2343.88  3.794874910029111e-19  3.9159288746332766e-19
2343.9  4.0201445888544583e-19  4.1448813642485357e-19
2343.92  4.3024214305767956e-19  4.431073797421345e-19
2343.94  4.6532267022330565e-19  4.786057950844838e-19
2343.96  5.089282628508256e-19  5.226597740769726e-19
2343.98  5.633823190084218e-19  5.775991453713725e-19
2344.0  6.31814903493126e-19  6.465648784277383e-19
2344.02  7.180661216586319e-19  7.334157246065009e-19
2344.04  8.254610132237553e-19  8.41508757598957e-19
2344.06  9.532749724222274e-19  9.701742507823737e-19
2344.08  1.091006523476339e-18  1.1089840171082045e-18
2344.1  1.2161400865720759e-18  1.2354550984898684e-18
2344.12  1.309370377299408e-18  1.3301959035011111e-18
2344.14  1.3808670579324311e-18  1.4032250275343295e-18
2344.16  1.4659707506550014e-18  1.4898125011183196e-18
2344.18  1.5980061295553992e-18  1.6233104995961026e-18
2344.2  1.799360355292767e-18  1.8261547919565114e-18
2344.22  2.0896835274955393e-18  2.118012944675161e-18
2344.24  2.4952197808184232e-18  2.5250731982398236e-18
2344.26  3.0515360955513138e-18  3.0827055268447195e-18
2344.28  3.7979893816350094e-18  3.8298290118367114e-18
2344.3  4.756203417206696e-18  4.787249789589084e-18
2344.32  5.872499058410727e-18  5.900022313185039e-18
2344.34  6.9240719794343205e-18  6.944074267913505e-18
2344.36  7.50595305054804e-18  7.514608878625418e-18
2344.38  7.302218614672709e-18  7.298524645753207e-18
2344.4  6.426663540481912e-18  6.413311659198293e-18
2344.42  5.2898228384910115e-18  5.2710297452212074e-18
2344.44  4.220506016127477e-18  4.199728050954164e-18
2344.46  3.3467660981829227e-18  3.326076137314269e-18
2344.48  2.6741784532473104e-18  2.654592959894574e-18
2344.5  2.166697646235674e-18  2.1486203535874663e-18
2344.52  1.7842191462126806e-18  1.767743034011255e-18
2344.54  1.4938935203103278e-18  1.478967775609677e-18
2344.56  1.2713513129942297e-18  1.2578657380640945e-18
2344.58  1.0991610038572111e-18  1.0869867589108938e-18
2344.6  9.65012081697935e-19  9.540205281112743e-19
2344.62  8.602937693170556e-19  8.503650999675525e-19
2344.64  7.791059883685404e-19  7.70131836843373e-19
2344.66  7.175774736839123e-19  7.094614022609766e-19
2344.68  6.734382931155082e-19  6.660953896984551e-19
2344.7  6.458148082385938e-19  6.391716059919858e-19
2344.72  6.351492219721906e-19  6.291448221204335e-19
2344.74  6.430275291823181e-19  6.376175848424857e-19
2344.76  6.712890612647775e-19  6.664538984700384e-19
2344.78  7.189345742862319e-19  7.146942062694002e-19
2344.8  7.753134470530893e-19  7.717448863651221e-19
2344.82  8.139609392422644e-19  8.111851250816617e-19
2344.84  8.038298253867864e-19  8.019214922103361e-19
2344.86  7.403146632098784e-19  7.392093987739251e-19
2344.88  6.510123229499817e-19  6.5054796123377495e-19
2344.9  5.652017014969654e-19  5.652229528922507e-19
2344.92  4.961922852867166e-19  4.965946493851695e-19
2344.94  4.45635409397982e-19  4.463553209007933e-19
2344.96  4.1044864503693983e-19  4.1144168266105176e-19
2344.98  3.8532034741331223e-19  3.865465333754346e-19
2345.0  3.6344281679403503e-19  3.6486875599975073e-19
2345.02  3.400046338956907e-19  3.41620728963988e-19
2345.04  3.1576727298682726e-19  3.175913873748504e-19
2345.06  2.9410220539521144e-19  2.961597204798435e-19
2345.08  2.7677971651501186e-19  2.79088473776035e-19
2345.1  2.637448268455244e-19  2.6631459364722995e-19
2345.12  2.542527726760131e-19  2.570890229178371e-19
2345.14  2.4749921266802343e-19  2.50605256634604e-19
2345.16  2.428988424176844e-19  2.4627587871330726e-19
2345.18  2.402280554189736e-19  2.4387525138987147e-19
2345.2  2.3954097963193977e-19  2.43456725867421e-19
2345.22  2.4099374670760054e-19  2.451765465390196e-19
2345.24  2.4474497249766996e-19  2.4919275196981805e-19
2345.26  2.5077758284777373e-19  2.5548593248929433e-19
2345.28  2.585809147927388e-19  2.6354324020254314e-19
2345.3  2.673682221971276e-19  2.7258194402698155e-19
2345.32  2.7743226145787687e-19  2.8290547127181487e-19
2345.34  2.905574607086341e-19  2.9630375604974882e-19
2345.36  3.08627993819182e-19  3.1465655055745346e-19
2345.38  3.328042158442616e-19  3.3911710268531594e-19
2345.4  3.638444815616886e-19  3.7044417954431723e-19
2345.42  4.03627712011027e-19  4.1053099044114615e-19
2345.44  4.562681334680357e-19  4.63510632692435e-19
2345.46  5.261495866072084e-19  5.3378332956531815e-19
2345.48  6.134832645798453e-19  6.215835126839598e-19
2345.5  7.06796262064755e-19  7.154711179450797e-19
2345.52  7.767487379115067e-19  7.861207131370021e-19
2345.54  7.916658311552756e-19  8.0180853282151e-19
2345.56  7.526616507363172e-19  7.635571566147274e-19
2345.58  6.923525751995611e-19  7.039347651636985e-19
2345.6  6.388369333635715e-19  6.510555981125882e-19
2345.62  6.015245824524828e-19  6.143718612237419e-19
2345.64  5.804567156653326e-19  5.939683185068783e-19
2345.66  5.752332832169805e-19  5.894756648778553e-19
2345.68  5.860208520455064e-19  6.010755322739731e-19
2345.7  6.128444699755035e-19  6.288013720700874e-19
2345.72  6.561332887589902e-19  6.730911676457167e-19
2345.74  7.173899415303667e-19  7.354575704443949e-19
2345.76  7.995785385263258e-19  8.188748080181095e-19
2345.78  9.074700505107139e-19  9.281214263453837e-19
2345.8  1.0481491577152895e-18  1.070281356924403e-18
2345.82  1.231765190067733e-18  1.255488934503041e-18
2345.84  1.4724900291372858e-18  1.4978605809878253e-18
2345.86  1.789409912272914e-18  1.816351651074591e-18
2345.88  2.2061800983517807e-18  2.2343407253832356e-18
2345.9  2.7457001588227257e-18  2.774193329302981e-18
2345.92  3.4117638765845153e-18  3.4387813514579857e-18
2345.94  4.147799176615681e-18  4.170250875663727e-18
2345.96  4.785841234357262e-18  4.799635777615747e-18
2345.98  5.0732386668698864e-18  5.075012135477267e-18
2346.0  4.862152667728973e-18  4.8516377816229655e-18
2346.02  4.267751666362904e-18  4.247998588449651e-18
2346.04  3.543321302959643e-18  3.5184596016337205e-18
2346.06  2.8749808005414922e-18  2.848283539512001e-18
2346.08  2.3336621830405354e-18  2.3070989417187425e-18
2346.1  1.922829393889886e-18  1.8973874971572588e-18
2346.12  1.6232465023350179e-18  1.599334082887404e-18
2346.14  1.414059115165501e-18  1.391783301176317e-18
2346.16  1.2792010530368137e-18  1.2585279880214433e-18
2346.18  1.206694515372383e-18  1.1875359457186282e-18
2346.2  1.1825142683538678e-18  1.1647747243424307e-18
2346.22  1.1792211065991722e-18  1.162820319459075e-18
2346.24  1.1516984837466558e-18  1.1365655031906975e-18
2346.26  1.0654338586161436e-18  1.0514751236690668e-18
2346.28  9.32548610952335e-19  9.196364937602167e-19
2346.3  7.921142308837548e-19  7.8011638309421545e-19
2346.32  6.701631705484371e-19  6.589686168618386e-19
2346.34  5.731017880208461e-19  5.626247992092585e-19
2346.36  4.980678264916477e-19  4.882418751715537e-19
2346.38  4.402304794173008e-19  4.310019436356239e-19
2346.4  3.953815235704633e-19  3.867054256014532e-19
2346.42  3.6042373994197804e-19  3.522608700005861e-19
2346.44  3.3318594367001217e-19  3.2550017948391386e-19
2346.46  3.120039179279738e-19  3.047597560399781e-19
2346.48  2.9521827611268834e-19  2.883802272988759e-19
2346.5  2.810721641903777e-19  2.746094271937653e-19
2346.52  2.686091955022641e-19  2.6250164607158245e-19
2346.54  2.5788921121668415e-19  2.521224676778229e-19
2346.56  2.485264208479346e-19  2.430836338485761e-19
2346.58  2.395555084470476e-19  2.344214975407517e-19
2346.6  2.310335674214032e-19  2.26202179066896e-19
2346.62  2.2405521701020495e-19  2.1952504371533656e-19
2346.64  2.194228856566722e-19  2.151907647872537e-19
2346.66  2.1739289503042384e-19  2.1345316215008548e-19
2346.68  2.180639196281908e-19  2.1440991972157491e-19
2346.7  2.2164702330739076e-19  2.18272266177915e-19
2346.72  2.285945479002446e-19  2.254931370617704e-19
2346.74  2.396804501360335e-19  2.368468535712945e-19
2346.76  2.560780430089105e-19  2.53506310153005e-19
2346.78  2.7940638101403774e-19  2.7708863430009674e-19
2346.8  3.1158234133034216e-19  3.0950662650798578e-19
2346.82  3.543448795869712e-19  3.524950163630262e-19
2346.84  4.0916711643258444e-19  4.0753045077109986e-19
2346.86  4.783640922891529e-19  4.769438468861404e-19
2346.88  5.625492452175666e-19  5.613640073689483e-19
2346.9  6.490179428055328e-19  6.480897466548613e-19
2346.92  7.030997489014111e-19  7.024463094172309e-19
2346.94  6.904985065514518e-19  6.901298546374927e-19
2346.96  6.183304321820982e-19  6.182493937379396e-19
2346.98  5.257929675844886e-19  5.259998773230333e-19
2347.0  4.42807238103996e-19  4.433048226354301e-19
2347.02  3.7896929665966963e-19  3.7976379845468074e-19
2347.04  3.332208669700454e-19  3.3432130107483287e-19
2347.06  3.017855294355098e-19  3.032026817313822e-19
2347.08  2.811716142867054e-19  2.8291697944057876e-19
2347.1  2.6873608359302586e-19  2.7082039206033157e-19
2347.12  2.623623928542891e-19  2.6479465173981776e-19
2347.14  2.600340401819231e-19  2.6282476983228793e-19
2347.16  2.6028859868313677e-19  2.6345918509432714e-19
2347.18  2.6313523433046155e-19  2.6672099286590535e-19
2347.2  2.6938024433958447e-19  2.734226388342794e-19
2347.22  2.795363700693353e-19  2.8407805557759347e-19
2347.24  2.9375334899972443e-19  2.9883876408553344e-19
2347.26  3.1217607292527435e-19  3.1785272905536983e-19
2347.28  3.3537544040112853e-19  3.4169456394399196e-19
2347.3  3.645501628855221e-19  3.7156690602659313e-19
2347.32  4.0139266588493776e-19  4.0917116117604075e-19
2347.34  4.480470214311612e-19  4.566568084948236e-19
2347.36  5.073098431304783e-19  5.168244853805616e-19
2347.38  5.828758225711434e-19  5.933666140494712e-19
2347.4  6.794093700996144e-19  6.909329076212498e-19
2347.42  8.022610392661305e-19  8.14837940312268e-19
2347.44  9.573395616533415e-19  9.709222835347753e-19
2347.46  1.1526469019822885e-18  1.16706564496587e-18
2347.48  1.3996916349380508e-18  1.4145434996610113e-18
2347.5  1.709013518522204e-18  1.7234621470867997e-18
2347.52  2.0758327396444226e-18  2.088353526320862e-18
2347.54  2.45729413171e-18  2.4655928024620854e-18
2347.56  2.761047103552488e-18  2.7626099372853373e-18
2347.58  2.8854673887455316e-18  2.878892287697374e-18
2347.6  2.7996268328194263e-18  2.7856413257759224e-18
2347.62  2.5535827598778512e-18  2.5344842140552107e-18
2347.64  2.213803243105489e-18  2.192057809150221e-18
2347.66  1.8425309733755553e-18  1.8199433152694437e-18
2347.68  1.4980413468263378e-18  1.4756739728057168e-18
2347.7  1.2121610947292877e-18  1.1905495557012155e-18
2347.72  9.879034759745528e-19  9.672746595637583e-19
2347.74  8.152928263607844e-19  7.957127724242723e-19
2347.76  6.828305725972779e-19  6.642851046710376e-19
2347.78  5.807984198038407e-19  5.632325251075814e-19
2347.8  5.015604835753711e-19  4.849010960682873e-19
2347.82  4.394135492910888e-19  4.235832112684177e-19
2347.84  3.9023027492280976e-19  3.751542123274256e-19
2347.86  3.5105401008871036e-19  3.366633500969156e-19
2347.88  3.197732320838276e-19  3.0600634558736585e-19
2347.9  2.948754852543982e-19  2.8167809478066576e-19
2347.92  2.752120444193854e-19  2.62536785238494e-19
2347.94  2.598354622101552e-19  2.476400456959668e-19
2347.96  2.481007590898086e-19  2.3634566001675324e-19
2347.98  2.398189960179345e-19  2.284646575135473e-19
2348.0  2.3479926642383924e-19  2.238037691860753e-19
2348.02  2.3186430316137874e-19  2.2118355298156595e-19
2348.04  2.2877402550079935e-19  2.1837043083767953e-19
2348.06  2.245648914449425e-19  2.144202570329416e-19
